VariableGroup,Subgroup,Variable,Area,Year,Value,Unit,Symbol,IsAggregate
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Nicaragua,2020,0.658886458,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Niger,2019,6.90574743,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Niger,2020,6.90574743,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Nigeria,2019,1.925227114,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Nigeria,2020,1.925227114,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,North Macedonia,2019,5.847487745,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,North Macedonia,2020,6.766390931,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Northern Africa,2019,74.189317595,%,E,True
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Northern Africa,2020,74.040095823,%,E,True
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Northern Africa and Western Asia,2019,51.874623213,%,E,True
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Northern Africa and Western Asia,2020,49.481714062,%,E,True
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Northern America,2019,3.176452138,%,E,True
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Northern America,2020,3.176452138,%,E,True
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Norway,2019,0.214987277,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Norway,2020,0.214987277,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Oceania,2019,0.831518607,%,E,True
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Oceania,2020,0.712019654,%,E,True
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Oceania (excluding Australia and New Zealand),2019,0.006147912,%,E,True
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Oceania (excluding Australia and New Zealand),2020,0.006147912,%,E,True
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Oman,2019,110.5,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Oman,2020,110.5,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Pakistan,2019,69.854132901,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Pakistan,2020,69.854132901,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Palestine,2019,22.771804062,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Palestine,2020,25.78255675,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Panama,2019,0.320234882,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Panama,2020,0.320234882,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Papua New Guinea,2019,0.000124844,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Papua New Guinea,2020,0.000124844,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Paraguay,2019,0.48920752,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Paraguay,2020,0.48920752,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Peru,2019,1.744866475,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Peru,2020,1.744866475,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Philippines,2019,14.156414372,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Philippines,2020,14.165154499,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Poland,2019,2.295867769,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Poland,2020,2.295867769,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Portugal,2019,4.417932816,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Portugal,2020,4.417932816,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Puerto Rico,2019,1.598591549,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Puerto Rico,2020,1.598591549,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Qatar,2019,545.268965517,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Qatar,2020,555.097758621,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Republic of Korea,2019,22.898134864,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Republic of Korea,2020,22.898134864,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Republic of Moldova,2019,0.358598207,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Republic of Moldova,2020,0.448247759,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Romania,2019,0.760341493,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Romania,2020,1.075420971,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Russian Federation,2019,0.411893195,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Russian Federation,2020,0.411893195,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Rwanda,2019,2.706766917,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Rwanda,2020,2.710526316,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Saint Kitts and Nevis,2019,0.833333333,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Saint Kitts and Nevis,2020,0.833333333,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Saint Lucia,2019,10.133333333,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Saint Lucia,2020,10.133333333,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Saint Vincent and the Grenadines,2019,0,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Saint Vincent and the Grenadines,2020,0,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Sao Tome and Principe,2019,1.174311927,%,I,False
